PW-Taxon	PW-SizeClass	PEG-Taxon	PEG-SizeClass	PW-Taxon att behålla trots ej i PEG	PW-sizeClass att beh
Coscinodiscus wailesii	1	Coscinodiscus wailesii	1		
Coscinodiscus wailesii	2	Coscinodiscus wailesii	2		
Coscinodiscus wailesii	3	Coscinodiscus wailesii	3		
Coscinodiscus wailesii	4	Coscinodiscus wailesii	4		
Coscinodiscus wailesii	5	Coscinodiscus wailesii	5		
Coscinodiscus wailesii	32	Coscinodiscus wailesii			
Cosmarium spp	1	Cosmarium	1		
Cosmarium spp	2	Cosmarium	2		
Cosmarium spp	3	Cosmarium	3		
Cosmarium spp	32	Cosmarium			
Coxliella helix	32	Coxliella helix			
Craspedophyceae spp	1	Choanoflagellidea	1		
Craspedophyceae spp	2	Choanoflagellidea	2		
Craspedophyceae spp	32	Choanoflagellidea			
Crucigenia quadrata	1	Crucigenia quadrata	1		
Crucigenia quadrata	2	Crucigenia quadrata	2		
Crucigenia quadrata	3	Crucigenia quadrata	3		
Crucigenia quadrata	4	Crucigenia quadrata	4		
Crucigenia quadrata	5	Crucigenia quadrata	5		
Crucigenia quadrata	32	Crucigenia quadrata			
Crucigenia tetrapedia	1	Crucigenia tetrapedia	1		
Crucigenia tetrapedia	32	Crucigenia tetrapedia			
Crucigeniella apiculata	1	Crucigeniella apiculata	1		
Crucigeniella apiculata	32	Crucigeniella apiculata			
Crucigeniella rectangularis	1	Crucigeniella rectangularis	1		
Crucigeniella rectangularis	32	Crucigeniella rectangularis			
Cryothecomonas scybalophora	0	Cryothecomonas scybalophora			
Cryothecomonas scybalophora	1	Cryothecomonas scybalophora	1		
Cryothecomonas scybalophora	32	Cryothecomonas scybalophora			
Cryothecomonas sp	0	Cryothecomonas			
Cryothecomonas sp	32	Cryothecomonas			
Cryothecomonas spp	0	Cryothecomonas			
Cryothecomonas spp	1	Cryothecomonas			
Cryothecomonas spp	2	Cryothecomonas			
Cryothecomonas spp	3	Cryothecomonas			
Cryothecomonas spp	32	Cryothecomonas			
Crypt sp	0	Cryptomonadales spp	5		
Cryptaulax marina	1	Cryptaulax marina	1		
Cryptaulax marina	32	Cryptaulax marina			
Cryptaulax spp	1	Cryptaulax	1		
Cryptaulax spp	2	Cryptaulax	2		
Cryptaulax spp	3	Cryptaulax	3		
Cryptaulax spp	4	Cryptaulax	4		
Cryptaulax spp	32	Cryptaulax			
Cryptomonadales spp	1	Cryptomonadales spp	1		
Cryptomonadales spp	2	Cryptomonadales spp	2		
Cryptomonadales spp	3	Cryptomonadales spp	3		
Cryptomonadales spp	4	Cryptomonadales spp	4		
Cryptomonadales spp	5	Cryptomonadales spp	5		
Cryptomonadales spp	32	Cryptomonadales spp			32
Cryptomonas ovata	1	Cryptomonas ovata	1		
Cryptomonas ovata	2	Cryptomonas ovata	2		
Cryptomonas ovata	3	Cryptomonas ovata	3		
Cryptomonas ovata	4	Cryptomonas ovata	4		
Cryptomonas ovata	5	Cryptomonas ovata	5		
Cryptomonas ovata	32	Cryptomonas ovata			
Cryptomonas pelagica	1	Cryptomonas pelagica			
Cryptomonas pelagica	32	Cryptomonas pelagica			
Cryptomonas platyuris	1	Cryptomonas platyuris	1		
Cryptomonas platyuris	32	Cryptomonas platyuris			
Cryptomonas spp	1	Cryptomonas	3		
Cryptomonas spp	32	Cryptomonas			
Cyanobacteria filaments	1				
Cyanobacteria filaments	2				
Cyanobacteria filaments	3				
Cyanobacteria spp_colony	32			Cyanobacteria spp_colony	32
Cyanobacteria spp_filaments	1				
Cyanobacteria spp_filaments	3			Cyanobacteria spp_filaments	3
Cyanobacteria spp_filaments	32			Cyanobacteria spp_filaments	32
Cyanobacteria_filaments spp	1			Cyanobacteria spp_filaments	3
Cyanodictyon reticulatum	1	Cyanodictyon reticulatum	1		
Cyanodictyon reticulatum	2	Cyanodictyon reticulatum	2		
Cyanodictyon reticulatum	3	Cyanodictyon reticulatum	3		
Cyanodictyon reticulatum	4	Cyanodictyon reticulatum	4		
Cyanodictyon reticulatum	5	Cyanodictyon reticulatum	5		
Cyanodictyon reticulatum	32	Cyanodictyon reticulatum			
Cyanodictyon sp	1	Cyanodictyon	6		
Cyanodictyon sp	2	Cyanodictyon	2		
Cyanodictyon sp	3	Cyanodictyon	3		
Cyanodictyon sp	4	Cyanodictyon	4		
Cyanodictyon sp	5	Cyanodictyon	5		
Cyanodictyon sp	32	Cyanodictyon			
Cyanodictyon tubiforme	1	Cyanodictyon tubiforme	1		
Cyanodictyon tubiforme	2	Cyanodictyon tubiforme	2		
Cyanodictyon tubiforme	3	Cyanodictyon tubiforme	3		
Cyanodictyon tubiforme	4	Cyanodictyon tubiforme	4		
Cyanodictyon tubiforme	5	Cyanodictyon tubiforme	5		
Cyanodictyon tubiforme	32	Cyanodictyon tubiforme			
Cyanonephron spp	1	Cyanonephron	1		
Cyanonephron spp	2	Cyanonephron	2		
Cyanonephron spp	3	Cyanonephron	3		
Cyanonephron spp	4	Cyanonephron	4		
Cyanonephron spp	5	Cyanonephron	5		
Cyanonephron spp	32	Cyanonephron			
Cyanonephron styloides	1	Cyanonephron styloides	1		
Cyanonephron styloides	2	Cyanonephron styloides	2		
Cyanonephron styloides	3	Cyanonephron styloides	3		
Cyanonephron styloides	4	Cyanonephron styloides	4		
Cyanonephron styloides	5	Cyanonephron styloides	5		
Cyanonephron styloides	32	Cyanonephron styloides			
Cybom/Pachysph/Ptero spp	1			Chlorodendrales	1
Cybom/Pachysph/Ptero spp	2			Chlorodendrales	2
Cybom/Pachysph/Ptero spp	32			Chlorodendrales	32
Cyclostephanos dubius	1	Cyclostephanos dubius	1		
Cyclostephanos dubius	2	Cyclostephanos dubius	2		
Cyclostephanos dubius	32	Cyclostephanos dubius			
Cyclotella atomus	1	Cyclotella atomus	1		
Cyclotella atomus	2	Cyclotella atomus	2		
Cyclotella atomus	3	Cyclotella atomus	3		
Cyclotella atomus	4	Cyclotella atomus	4		
Cyclotella atomus	5	Cyclotella atomus	5		
Cyclotella atomus	32	Cyclotella atomus			
Cyclotella choctawhatcheana	32	Cyclotella			
Cyclotella glomerata	1	Cyclotella glomerata	1		
Cyclotella glomerata	2	Cyclotella glomerata	2		
Cyclotella radiosa	1	Cyclotella radiosa	1		
Cyclotella radiosa	2	Cyclotella radiosa	2		
Cyclotella radiosa	3	Cyclotella radiosa	3		
Cyclotella radiosa	4	Cyclotella radiosa	4		
Cyclotella radiosa	32	Cyclotella radiosa			
Cyclotella stelligera	1	Cyclotella stelligera	1		
Cyclotella stelligera	2	Cyclotella stelligera	2		
Cyclotella stelligera	3	Cyclotella stelligera	3		
Cyclotella stelligera	32	Cyclotella stelligera			
Cylindrotheca closterium	1	Cylindrotheca closterium	1		
Cylindrotheca closterium	2	Cylindrotheca closterium	2		
Cylindrotheca closterium	3	Cylindrotheca closterium	3		
Cylindrotheca closterium	4	Cylindrotheca closterium	4		
Cylindrotheca closterium	5	Cylindrotheca closterium	4		
Cylindrotheca closterium	6	Cylindrotheca closterium			
Cylindrotheca closterium	7	Cylindrotheca closterium			
Cylindrotheca closterium	8	Cylindrotheca closterium			
Cylindrotheca closterium	9	Cylindrotheca closterium			
Cylindrotheca closterium	10	Cylindrotheca closterium			
Cylindrotheca closterium	11	Cylindrotheca closterium			
Cylindrotheca closterium	32	Cylindrotheca closterium			
Cymatopleura elliptica	1	Cymatopleura elliptica	1		
Cymatopleura elliptica	2	Cymatopleura elliptica	2		
Cymatopleura elliptica	3	Cymatopleura elliptica	3		
Cymatopleura elliptica	32	Cymatopleura elliptica			
Cymatopleura solea	1	Cymatopleura solea	1		
Cymatopleura solea	2	Cymatopleura solea	2		
Cymatopleura solea	32	Cymatopleura solea			
Cymbella cistula	1	Cymbella cistula	1		
Cymbella cistula	32	Cymbella cistula			
Cymbella lanceolata	1	Cymbella lanceolata	1		
Cymbella lanceolata	32	Cymbella lanceolata			
Cymbella obtusiuscula	1	Cymbella obtusiuscula	1		
Cymbella obtusiuscula	32	Cymbella obtusiuscula			
Cymbomonas tetramitiformis	1	Cymbomonas tetramitiformis	2		
Cymbomonas tetramitiformis	2	Cymbomonas tetramitiformis	2		
Cymbomonas tetramitiformis	32	Cymbomonas tetramitiformis			
Cyst dinoflagellate	0	Dinophyceae spp	2		
Cyst dinoflagellate	1	Dinophyceae spp	8		
Cyst Parvilucifera	0				
Cyst spp	1				
Cyst spp	2				
Cyst spp	3				
Cyst spp	4				
Cyst spp	32				
Cyst unidentified	6				
Dactflagellat sp	0	Flagellates spp	6		
Dactyliosolen blavyanus	32	Dactyliosolen blavyanus			
Dactyliosolen fragilissimus	1	Dactyliosolen fragilissimus	1		
Dactyliosolen fragilissimus	2	Dactyliosolen fragilissimus	2		
Dactyliosolen fragilissimus	3	Dactyliosolen fragilissimus	2		
Dactyliosolen fragilissimus	4	Dactyliosolen fragilissimus	4		
Dactyliosolen fragilissimus	5	Dactyliosolen fragilissimus	5		
Dactyliosolen fragilissimus	6	Dactyliosolen fragilissimus	6		
Dactyliosolen fragilissimus	7	Dactyliosolen fragilissimus	7		
Dactyliosolen fragilissimus	8	Dactyliosolen fragilissimus	12		
Dactyliosolen fragilissimus	9	Dactyliosolen fragilissimus	11		
Dactyliosolen fragilissimus	10	Dactyliosolen fragilissimus	10		
Dactyliosolen fragilissimus	11	Dactyliosolen fragilissimus	2		
Dactyliosolen fragilissimus	12	Dactyliosolen fragilissimus	4		
Dactyliosolen fragilissimus	32	Dactyliosolen fragilissimus			
Dactyliosolen phuketensis	0	Dactyliosolen phuketensis			
Dactyliosolen phuketensis	1	Dactyliosolen phuketensis	3		
Dactyliosolen phuketensis	2	Dactyliosolen phuketensis	2		
Dactyliosolen phuketensis	3	Dactyliosolen phuketensis	1		
Dactyliosolen phuketensis	32	Dactyliosolen phuketensis			
Dactylosphaerium jurisii	1	Dactylosphaerium jurisii	1		
Dactylosphaerium jurisii	32	Dactylosphaerium jurisii			
Desmodesmus abundans	1	Desmodesmus abundans	1		
Desmodesmus abundans	2	Desmodesmus abundans	2		
Desmodesmus abundans	3	Desmodesmus abundans	3		
Desmodesmus armatus var. armatus	1	Desmodesmus armatus var. armatus	1		
Desmodesmus armatus var. armatus	2	Desmodesmus armatus var. armatus	2		
Desmodesmus armatus var. armatus	3	Desmodesmus armatus var. armatus	3		
Desmodesmus armatus var. armatus	4	Desmodesmus armatus var. armatus	4		
Desmodesmus armatus var. armatus	32	Desmodesmus armatus var. armatus			
Desmodesmus bicellularis	1	Desmodesmus bicellularis	1		
Desmodesmus bicellularis	32	Desmodesmus bicellularis			
Desmodesmus brasiliensis	1	Desmodesmus brasiliensis	1		
Desmodesmus brasiliensis	32	Desmodesmus brasiliensis			
Desmodesmus communis	1	Desmodesmus communis	1		
Desmodesmus communis	2	Desmodesmus communis	2		
Desmodesmus communis	3	Desmodesmus communis	3		
Desmodesmus communis	4	Desmodesmus communis	4		
Desmodesmus communis	32	Desmodesmus communis			
Desmodesmus costato-granulatus	1	Desmodesmus costato-granulatus	1		
Desmodesmus costato-granulatus	32	Desmodesmus costato-granulatus			
Desmodesmus denticulatus	1	Desmodesmus denticulatus			
Desmodesmus denticulatus	2	Desmodesmus denticulatus			
Desmodesmus denticulatus	3	Desmodesmus denticulatus			
Desmodesmus denticulatus	4	Desmodesmus denticulatus			
Desmodesmus denticulatus	5	Desmodesmus denticulatus			
Desmodesmus denticulatus	32	Desmodesmus denticulatus			
Desmodesmus denticulatus var. linearis	1	Desmodesmus denticulatus var. linearis	1		
Desmodesmus denticulatus var. linearis	32	Desmodesmus denticulatus var. linearis			
Desmodesmus dispar	1	Desmodesmus dispar	1		
Desmodesmus dispar	32	Desmodesmus dispar			
Desmodesmus hystrix	1	Desmodesmus hystrix	1		
Desmodesmus hystrix	32	Desmodesmus hystrix			
Desmodesmus intermedius	1	Desmodesmus intermedius	1		
Desmodesmus intermedius	32	Desmodesmus intermedius			
Desmodesmus lefevrii	1	Desmodesmus			
Desmodesmus opoliensis var. opoliensis	1	Desmodesmus opoliensis var. opoliensis	1		
Desmodesmus opoliensis var. opoliensis	2	Desmodesmus opoliensis var. opoliensis	2		
Desmodesmus opoliensis var. opoliensis	32	Desmodesmus opoliensis var. opoliensis			
Desmodesmus protuberans	1	Desmodesmus protuberans	1		
Desmodesmus protuberans	32	Desmodesmus protuberans			
Desmodesmus serratus	1	Desmodesmus serratus	1		
Desmodesmus serratus	32	Desmodesmus serratus			
Desmodesmus spinosus	1	Desmodesmus spinosus	1		
Desmodesmus spinosus	32	Desmodesmus spinosus			
Detonula confervacea	1	Detonula confervacea	1		
Detonula confervacea	2	Detonula confervacea	2		
Detonula confervacea	3	Detonula confervacea	3		
Detonula confervacea	32	Detonula confervacea			
Detonula pumila	1	Detonula pumila	1		
Detonula pumila	32	Detonula pumila			
Diatoma constricta	1	Diatoma constricta	1		
Diatoma constricta	32	Diatoma constricta			
Diatoma tenuis	1	Diatoma tenuis	1		
Diatoma tenuis	2	Diatoma tenuis	2		
Diatoma tenuis	3	Diatoma tenuis	3		
Diatoma tenuis	4	Diatoma tenuis	4		
Diatoma tenuis	5	Diatoma tenuis	5		
Diatoma tenuis	6	Diatoma tenuis	6		
Diatoma tenuis	32	Diatoma tenuis			
Diatomophyceae spp	1	Bacillariophyta			
Diatomophyceae spp	2	Bacillariophyta			
Diatomophyceae spp	3	Bacillariophyta			
Diatomophyceae spp	32	Bacillariophyta			
Dicroerisma psilonereiella	0	Dicroerisma psilonereiella			
Dicroerisma psilonereiella	1	Dicroerisma psilonereiella	1		
Dicroerisma psilonereiella	32	Dicroerisma psilonereiella			
Dictyocha fibula	0	Dictyocha fibula			
Dictyocha fibula	1	Dictyocha fibula	1		
Dictyocha fibula	2	Dictyocha fibula			
Dictyocha fibula	32	Dictyocha fibula			
Dictyocha naked	0	Dictyocha			
Dictyocha speculum	0	Dictyocha speculum			
Dictyocha speculum	1	Dictyocha speculum	1		
Dictyocha speculum	2	Dictyocha speculum	3		
Dictyocha speculum	3	Dictyocha speculum	2		
Dictyocha speculum	4	Dictyocha speculum	2		
Dictyocha speculum	32	Dictyocha speculum			
Dictyocha speculum_naked	1	Dictyocha			
Dictyocha speculum_naked	32	Dictyocha			
Dictyosphaerium ehrenbergianum	1	Dictyosphaerium ehrenbergianum	1		
Dictyosphaerium ehrenbergianum	2	Dictyosphaerium ehrenbergianum	2		
Dictyosphaerium ehrenbergianum	3	Dictyosphaerium ehrenbergianum			
Dictyosphaerium ehrenbergianum	32	Dictyosphaerium ehrenbergianum			
Dictyosphaerium elegans	1	Dictyosphaerium elegans	1		
Dictyosphaerium elegans	32	Dictyosphaerium elegans			
Dictyosphaerium pulchellum	1	Dictyosphaerium pulchellum	1		
Dictyosphaerium pulchellum	2	Dictyosphaerium pulchellum	2		
Dictyosphaerium pulchellum	3	Dictyosphaerium pulchellum	3		
Dictyosphaerium pulchellum	4	Dictyosphaerium pulchellum	4		
Dictyosphaerium pulchellum	5	Dictyosphaerium pulchellum	5		
Dictyosphaerium pulchellum	32	Dictyosphaerium pulchellum			
Dictyosphaerium subsolitarium	1	Dictyosphaerium subsolitarium	1		
Dictyosphaerium subsolitarium	32	Dictyosphaerium subsolitarium			
Didinium spp	32			Ciliophora	32
Dinobryon balticum	1	Dinobryon balticum	1		
Dinobryon balticum	2	Dinobryon balticum	2		
Dinobryon balticum	3	Dinobryon balticum	3		
Dinobryon balticum	32	Dinobryon balticum			
Dinobryon balticum_colony	32	Dinobryon			
Dinobryon balticum_solitary	5	Dinobryon			
Dinobryon balticum_solitary	32	Dinobryon			
Dinobryon cylindricum	1	Dinobryon cylindricum	1		
Dinobryon cylindricum	32	Dinobryon cylindricum			
Dinobryon divergens	1	Dinobryon divergens	1		
Dinobryon divergens	2	Dinobryon divergens	2		
Dinobryon divergens	32	Dinobryon divergens			
Dinobryon faculiferum	1	Dinobryon faculiferum	1		
Dinobryon faculiferum	2	Dinobryon faculiferum	2		
Dinobryon faculiferum	3	Dinobryon faculiferum	3		
Dinobryon faculiferum	32	Dinobryon faculiferum			
Dinobryon spp	1	Dinobryon	1		
Dinobryon spp	2	Dinobryon	2		
Dinobryon spp	32	Dinobryon			
Dinoflagellate spp_naked	1	Gymnodiniales spp	1		
Dinoflagellate spp_naked	2	Gymnodiniales spp	2		
Dinoflagellate spp_naked	3	Gymnodiniales spp	3		
Dinoflagellate spp_naked	4	Gymnodiniales spp	4		
Dinoflagellate spp_naked	5	Gymnodiniales spp	5		
Dinoflagellate spp_naked	6	Gymnodiniales spp	6		
Dinoflagellate spp_naked	7	Gymnodiniales spp	7		
Dinoflagellate spp_naked	8	Gymnodiniales spp	8		
Dinoflagellate spp_naked	9	Gymnodiniales spp	9		
Dinoflagellate spp_naked	10	Gymnodiniales spp	10		
Dinoflagellate spp_naked	11	Gymnodiniales spp	11		
Dinoflagellate spp_naked	12	Gymnodiniales spp	12		
Dinoflagellate spp_naked	13	Gymnodiniales spp	13		
Dinoflagellate spp_naked	14	Gymnodiniales spp	14		
Dinoflagellate spp_naked	15	Gymnodiniales spp	15		
Dinoflagellate spp_naked	16	Gymnodiniales spp	16		
Dinoflagellate spp_naked	17	Gymnodiniales spp	17		
Dinoflagellate spp_naked	18	Gymnodiniales spp	18		
Dinoflagellate spp_naked	19	Gymnodiniales spp	19		
Dinoflagellate spp_naked	20	Gymnodiniales spp	20		
Dinoflagellate spp_naked	21	Gymnodiniales spp	21		
Dinoflagellate spp_naked	22	Gymnodiniales spp	22		
Dinoflagellate spp_naked	23	Gymnodiniales spp	23		
Dinoflagellate spp_naked	24	Gymnodiniales spp	24		
Dinoflagellate spp_naked	32	Gymnodiniales spp			32
Dinoflagellate spp_thecal	1	Peridiniales spp	1		
Dinoflagellate spp_thecal	2	Peridiniales spp	2		
Dinoflagellate spp_thecal	3	Peridiniales spp	3		
Dinoflagellate spp_thecal	4	Peridiniales spp	4		
Dinoflagellate spp_thecal	5	Peridiniales spp	5		
Dinoflagellate spp_thecal	6	Peridiniales spp	6		
Dinoflagellate spp_thecal	7	Peridiniales spp	7		
Dinoflagellate spp_thecal	8	Peridiniales spp	8		
Dinoflagellate spp_thecal	9	Peridiniales spp	9		
Dinoflagellate spp_thecal	10	Peridiniales spp	10		
Dinoflagellate spp_thecal	11	Peridiniales spp	11		
Dinoflagellate spp_thecal	12	Peridiniales spp	12		
Dinoflagellate spp_thecal	13	Peridiniales spp	13		
Dinoflagellate spp_thecal	14	Peridiniales spp	14		
Dinoflagellate spp_thecal	15	Peridiniales spp	15		
Dinoflagellate spp_thecal	16	Peridiniales spp	16		
Dinoflagellate spp_thecal	17	Peridiniales spp	17		
Dinoflagellate spp_thecal	18	Peridiniales spp	18		
Dinoflagellate spp_thecal	19	Peridiniales spp	19		
Dinoflagellate spp_thecal	20	Peridiniales spp	20		
Dinoflagellate spp_thecal	21	Peridiniales spp	21		
Dinoflagellate spp_thecal	22	Peridiniales spp	22		
Dinoflagellate spp_thecal	23	Peridiniales spp	23		
Dinoflagellate spp_thecal	24	Peridiniales spp	24		
Dinoflagellate spp_thecal	32	Peridiniales spp			32
Dinoflagellate spp1.thecal	3	Peridiniales spp	2		
Dinoflagellate spp1.thecal	5	Peridiniales spp	5		
Dinoflagellate spp1.thecal	6	Peridiniales spp	6		
Dinophyceae spp	1	Dinophyceae	1		
Dinophyceae spp	2	Dinophyceae	2		
Dinophyceae spp	3	Dinophyceae	3		
Dinophyceae spp	4	Dinophyceae	4		
Dinophyceae spp	5	Dinophyceae	5		
Dinophyceae spp	6	Dinophyceae	6		
Dinophyceae spp	7	Dinophyceae	7		
Dinophyceae spp	8	Dinophyceae	8		
Dinophyceae spp	10	Dinophyceae			
Dinophyceae spp	11	Dinophyceae			
Dinophyceae spp	12	Dinophyceae			
Dinophyceae spp	13	Dinophyceae			
Dinophyceae spp	32	Dinophyceae			
Dinophysis acuminata	1	Dinophysis acuminata	1		
Dinophysis acuminata	2	Dinophysis acuminata	2		
Dinophysis acuminata	3	Dinophysis acuminata	3		
Dinophysis acuminata	4	Dinophysis acuminata	4		
Dinophysis acuminata	5	Dinophysis acuminata	5		
Dinophysis acuminata	6	Dinophysis acuminata	6		
Dinophysis acuminata	7	Dinophysis acuminata			
Dinophysis acuminata	8	Dinophysis acuminata			
Dinophysis acuminata	9	Dinophysis acuminata			
Dinophysis acuminata	10	Dinophysis acuminata			
Dinophysis acuminata	11	Dinophysis acuminata			
Dinophysis acuminata	32	Dinophysis acuminata			
Dinophysis acuta	1	Dinophysis acuta	1		
Dinophysis acuta	2	Dinophysis acuta	2		
Dinophysis acuta	3	Dinophysis acuta	3		
Dinophysis acuta	4	Dinophysis acuta	4		
Dinophysis acuta	5	Dinophysis acuta	5		
Dinophysis acuta	6	Dinophysis acuta			
Dinophysis acuta	7	Dinophysis acuta			
Dinophysis acuta	8	Dinophysis acuta			
Dinophysis acuta	9	Dinophysis acuta			
Dinophysis acuta	10	Dinophysis acuta			
Dinophysis acuta	32	Dinophysis acuta			
Dinophysis dens	0	Dinophysis dens			
Dinophysis dens	1	Dinophysis dens	1		
Dinophysis dens	5	Dinophysis dens			
Dinophysis dens	32	Dinophysis dens			
Dinophysis norvegica	1	Dinophysis norvegica	1		
Dinophysis norvegica	2	Dinophysis norvegica	2		
Dinophysis norvegica	3	Dinophysis norvegica	3		
Dinophysis norvegica	4	Dinophysis norvegica	4		
Dinophysis norvegica	5	Dinophysis norvegica			
Dinophysis norvegica	6	Dinophysis norvegica			
Dinophysis norvegica	7	Dinophysis norvegica			
Dinophysis norvegica	32	Dinophysis norvegica			
Dinophysis odiosa	1	Dinophysis odiosa	1		
Dinophysis odiosa	4	Dinophysis odiosa			
Dinophysis odiosa	32	Dinophysis odiosa			
Dinophysis rotundata	1	Dinophysis rotundata	1		
Dinophysis rotundata	2	Dinophysis rotundata	2		
Dinophysis rotundata	3	Dinophysis rotundata	3		
Dinophysis rotundata	4	Dinophysis rotundata	4		
Dinophysis rotundata	32	Dinophysis rotundata			
Dinophysis spp	1	Dinophysis	1		
Dinophysis spp	2	Dinophysis	2		
Dinophysis spp	3	Dinophysis	3		
Dinophysis spp	4	Dinophysis	4		
Dinophysis spp	5	Dinophysis	5		
Dinophysis spp	6	Dinophysis	6		
Dinophysis spp	7	Dinophysis	7		
Dinophysis spp	8	Dinophysis			
Dinophysis spp	9	Dinophysis			
Dinophysis spp	32	Dinophysis			
Dinophysis tripos	1	Dinophysis tripos	1		
Dinophysis tripos	32	Dinophysis tripos			
Diploneis didyma	1	Diploneis didyma	1		
Diploneis didyma	32	Diploneis didyma			
Diploneis elliptica	1	Diploneis elliptica	1		
Diploneis elliptica	32	Diploneis elliptica			
Diploneis interrupta	1	Diploneis interrupta	1		
Diploneis interrupta	32	Diploneis interrupta			
Diploneis spp	32	Diploneis			
Diplopelta bomba	1	Diplopelta			
Diplopelta bomba	2	Diplopelta			
Diplopelta bomba	32	Diplopelta			
Diplopsalis groupA	1	Diplopsalis complex spp	2		
Diplopsalis groupB	2	Diplopsalis complex spp	5		
Diplopsalis groupC	3	Diplopsalis complex spp	3		
Diplopsalis groupD	4	Diplopsalis complex spp	1		
Diplopsalis groupE	5	Diplopsalis complex spp	5		
Diplopsalis-complex spp	32	Diplopsalis complex spp			32
Diplopsalis-group spp	1	Diplopsalis complex spp	1		
Diplopsalis-group spp	2	Diplopsalis complex spp	2		
Diplopsalis-group spp	3	Diplopsalis complex spp	3		
Diplopsalis-group spp	4	Diplopsalis complex spp	4		
Diplopsalis-group spp	5	Diplopsalis complex spp	5		
Diplopsalis-group spp	6	Diplopsalis complex spp	2		
Diplopsalis-group spp	7	Diplopsalis complex spp	3		
Diplopsalis-group spp	8	Diplopsalis complex spp	3		
Diplopsalis-group spp	9	Diplopsalis complex spp	5		
Diplopsalis-group spp	10	Diplopsalis complex spp	5		
Diplopsalis-group spp	32	Diplopsalis complex spp			32
Diplopsalopsis bomba	3	Diplopsalopsis bomba			
Diplopsalopsis bomba	32	Diplopsalopsis bomba			
Dissodinium pseudolunula_cyst	32	Dissodinium			
Dissodinium pseudolunula_swarmer	32	Dissodinium			
Ditylum brightwellii	0	Ditylum brightwellii			
Ditylum brightwellii	1	Ditylum brightwellii	1		
Ditylum brightwellii	2	Ditylum brightwellii	2		
Ditylum brightwellii	3	Ditylum brightwellii	3		
Ditylum brightwellii	4	Ditylum brightwellii	4		
Ditylum brightwellii	5	Ditylum brightwellii	6		
Ditylum brightwellii	6	Ditylum brightwellii	6		
Ditylum brightwellii	7	Ditylum brightwellii			
Ditylum brightwellii	8	Ditylum brightwellii			
Ditylum brightwellii	9	Ditylum brightwellii			
Ditylum brightwellii	10	Ditylum brightwellii			
Ditylum brightwellii	11	Ditylum brightwellii			
Ditylum brightwellii	32	Ditylum brightwellii			
Ditylum brightwellii_restingspore	0	Ditylum			
Ditylum brightwellii_restingspore	32	Ditylum			
Durinskia baltica	1	Durinskia baltica	1		
Durinskia baltica	2	Durinskia baltica	2		
Durinskia baltica	3	Durinskia baltica	3		
Durinskia baltica	32	Durinskia baltica			
Ebria tripartita	0	Ebria tripartita			
Ebria tripartita	1	Ebria tripartita	1		
Ebria tripartita	2	Ebria tripartita	2		
Ebria tripartita	3	Ebria tripartita	3		
Ebria tripartita	4	Ebria tripartita	4		
Ebria tripartita	5	Ebria tripartita	5		
Ebria tripartita	32	Ebria tripartita			
Elakotothrix gelatinosa	1	Elakatothrix gelatinosa	1		
Elakotothrix gelatinosa	2	Elakatothrix gelatinosa	2		
Elakotothrix gelatinosa	3	Elakatothrix gelatinosa	3		
Elakotothrix gelatinosa	4	Elakatothrix gelatinosa	4		
Elakotothrix gelatinosa	5	Elakatothrix gelatinosa	5		
Elakotothrix gelatinosa	32	Elakatothrix gelatinosa			32
Elakotothrix genevensis	1	Elakatothrix genevensis	1		
Elakotothrix genevensis	2	Elakatothrix genevensis	2		
Elakotothrix genevensis	3	Elakatothrix genevensis	3		
Elakotothrix genevensis	4	Elakatothrix genevensis	4		
Elakotothrix genevensis	32	Elakatothrix genevensis			32
Emiliania huxleyi	0	Emiliania huxleyi			
Emiliania huxleyi	1	Emiliania huxleyi	1		
Emiliania huxleyi	2	Emiliania huxleyi	2		
Emiliania huxleyi	32	Emiliania huxleyi			
Entomoneis sp	32	Entomoneis			
Eucampia groenlandica	1	Eucampia groenlandica	1		
Eucampia groenlandica	32	Eucampia groenlandica			
Eucampia zodiacus	0	Eucampia zodiacus			
Eucampia zodiacus	1	Eucampia zodiacus	4		
Eucampia zodiacus	2	Eucampia zodiacus	2		
Eucampia zodiacus	3	Eucampia zodiacus	3		
Eucampia zodiacus	4	Eucampia zodiacus	4		
Eucampia zodiacus	32	Eucampia zodiacus			
Eucapsis alpina	1	Eucapsis alpina	1		
Eucapsis alpina	32	Eucapsis alpina			
Eucapsis minuta	1	Eucapsis minuta	1		
Eucapsis minuta	32	Eucapsis minuta			
Eucapsis spp	1	Eucapsis	1		
Eucapsis spp	32	Eucapsis			
Eudorina elegans	1	Eudorina elegans	1		
Eudorina elegans	2	Eudorina elegans	2		
Eudorina elegans	32	Eudorina elegans			
Eudorina unicocca	1	Eudorina unicocca	1		
Eudorina unicocca	2	Eudorina unicocca	2		
Eudorina unicocca	3	Eudorina unicocca	3		
Eudorina unicocca	4	Eudorina unicocca	4		
Eudorina unicocca	5	Eudorina unicocca	5		
Eudorina unicocca	32	Eudorina unicocca			
Euglena acus	1	Euglena acus	1		
Euglena acus	32	Euglena acus			
Euglena oxyuris	1	Euglena oxyuris	1		
Euglena oxyuris	32	Euglena oxyuris			
Euglena sp	32	Euglena			
Euglena spp	1	Euglena	1		
Euglena spp	2	Euglena	2		
Euglena spp	3	Euglena	3		
Euglena spp	4	Euglena	4		
Euglena spp	5	Euglena	5		
